Time (Mars Years), Time (Ls), Tsurf 500 mb 30km, Tsurf 500 mb 50km, Tsurf 500 mb 100km
          [Years],     [deg],               [K],               [K],                [K]
        0.8878        309.35        238.202        241.282        296.329
        0.8893        309.88        238.232        241.061        296.181
        0.8908        310.42        238.251        240.819        296.133
        0.8923        310.96        238.222        240.738        295.996
        0.8938        311.50        238.282        240.925        295.872
        0.8953        312.04        238.339        241.070        295.798
        0.8968        312.58        238.371        241.028        295.693
        0.8983        313.11        238.529        241.021        295.569
        0.8998        313.65        238.670        240.939        295.467
        0.9013        314.19        238.718        240.931        295.420
        0.9028        314.73        238.709        240.890        295.285
        0.9043        315.27        238.775        240.770        295.117
        0.9058        315.81        238.925        240.779        295.022
